voter,txn_count,Wallet_Age,Wallet_Age(Erc20),to_count,from_count,erc_to,erc_from,first_date,last_date,first_from,first_to,last_from,last_to
0xd113f80dec6ce83a4e9ef087425fc40c1c369aca,100,278,272,99,1,42,45,1665152792,1681987139,self,0x74a002d13f5f8af7f9a971f006b9a46c9b31dabd,self,0x4200000000000000000000000000000000000042
0xc380317ddcba652f37f2333d08d318517ef002f9,14,106,55,11,3,1,1,1680011240,1687534723,self,0x2c6ba527ca39987f3aaa4b1b25e0cc6b6a44afbd,self,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b
0x952c2a9359f311d381c0bd40039cd4d69f02436f,17,65,60,17,0,1,1,1683526231,1688660157,self,0x864edff094a4974ce2f665aad92e8d05ed5989cb,self,0x2e42f214467f647fe687fd9a2bf3baddfa737465
0x470b9e148ed7973acd4cbc99931ab1d8ad801745,5,40,0,5,0,0,0,1685710832,1686666131,self,0x9dda6ef3d919c9bc8885d5560999a3640431e8e6,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x79f9384df4c11f3b6c0b2c2ff126e60ca2cc0ed5,43,62,62,43,0,1,1,1683767485,1687445173,self,0x1111111254eeb25477b68fb85ed929f73a960582,self,0xb8c89e8eae527ca10ef083dbe0387da4cea1fd33
0x5cd060d9144bb30b5c7ab303752d816534b867ea,92,607,607,86,6,7,9,1636696786,1688969951,self,0xe592427a0aece92de3edee1f18e0157c05861564,self,0x6f9d14cf4a06dd9c70766bd161cf8d4387683e1b
0xee42aae5f6af1ac2ee8fd53ce07016e67cbe6a9c,100,114,114,85,15,1,2,1679321585,1688050561,self,0x9dda6ef3d919c9bc8885d5560999a3640431e8e6,self,0xd85b5e176a30edd1915d6728faebd25669b60d8b
0xb709440cd1aa19ba1d6277e1f08760afc947a203,26,78,0,22,4,0,0,1682415871,1688786879,self,0x0856c0e5ddcfc71ad07d765ddcabac0eac5b283a,self,0xb49c4e680174e331cb0a7ff3ab58afc9738d5f8b
0x677ccfdaec7c5160f38ff681592f4c470a423387,21,29,0,17,4,0,0,1686646107,1687722265,0xe4edb277e41dc89ab076a1f049f4a3efa700bce8,self,self,0x80c67432656d59144ceff962e8faf8926599bcf8
0xb298878e7032c92cc8e9d9fcfea83a931d6c03e1,29,70,70,29,0,1,3,1683132929,1689015499,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607,self,0x296f55f8fb28e498b858d0bcda06d955b2cb3f97
0xffe495440fa8bb7a6213a2bf9b5c2c10bd7837bd,100,242,241,97,3,47,53,1668262944,1669120413,0x3e099686dc59028362208d1289a333c25e9cb091,self,self,0x38f79beffc211c6c439b0a3d10a0a673ee63afb4
0x5789584469dbea9b1e6484eb5abe7f36d20ae54a,73,600,600,73,0,28,26,1637317988,1688216263,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607,self,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b
0x191d385f923b8df139736f27860c4fede7b05e7b,100,223,222,96,4,43,57,1669901527,1674718980,0x80c67432656d59144ceff962e8faf8926599bcf8,self,self,0xedd118e091eee0e7fa9eeb9b4db717518f56cb15
0x616cad18642f45d3fa5fcaad0a2d81764a9cba84,23,405,433,23,0,1,3,1654145290,1688023839,self,0xfedfaf1a10335448b7fa0268f56d2b44dbd357de,self,0x47c2a56176335fb2b1ded8e7b5acb136d307dc2d
0x96342ed13e33c8e0db08aa4c2e9b83e95f319fea,6,161,0,5,1,0,0,1675227654,1686668443,0x3df047d6ffe88d5309859cebb1bd9a3e19338fcd,self,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x68c5bbb740f447cc2a13f61d49e3d50b4264bdb8,12,29,0,9,3,0,0,1686667737,1689078373,0x800ac987f178f5c9923e6e03e6695e001b96d36c,self,self,0xc8a340b10507bb2c5a2d4529bdd72ef669273055
0x965e190d5479bd2253e5539c97a11ab553cbe4d9,50,98,54,45,5,2,2,1680702613,1688545563,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xbeae1b06949d033da628ba3e5af267c3e740494b
0xf60911bf9b1f0c0f0c12fda59dfc062e684cf325,12,52,135,9,3,0,1,1684694900,1686668645,0xd2006ad6b8dfd08f7946e3f68df08b8a339fdd40,self,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x30f8506c1bffdf7b96110e7e9caded4acd1aa235,100,342,342,100,0,51,49,1659602400,1663578645,self,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,self,0x4200000000000000000000000000000000000042
0xeaef88fe8904959ebede2caf1694b499e56e2269,11,434,406,8,3,2,1,1651622378,1686668705,self,0x80c67432656d59144ceff962e8faf8926599bcf8,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x9b6bdc08b9d1bb7f908bccdb5dc71572367fc2b7,100,440,440,100,0,40,60,1651140424,1656947848,self,0x20975da6eb930d592b9d78f451a9156db5e4c77b,self,0x7ea8c22e6dcd7bd69eb180664da68e1f1f11d696
0xae3fb13501eb9e7b0556760e2deb403dc122ad15,100,319,249,100,0,48,52,1661634291,1667826033,self,0x86ca30bef97fb651b8d866d45503684b90cb3312,self,0x062016cd29fabb26c52bab646878987fc9b0bc55
0xa19a4efc06bdaf922e4889cef1a80f1592208b76,17,51,0,15,2,0,0,1684794772,1688735313,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xb2990f10042a31323c61e1cb80ff2a85cdc64cd4
0x5579718eba9128f7a9b6316e81c6f867b44754e3,100,558,558,99,1,56,44,1640958665,1670965665,self,0xb0d6aebeae1798da4a753cf40f216ca31d726822,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0x9f5913a86514c0d39ae4d55ef7397dd72f80a811,6,79,0,6,0,0,0,1682353211,1686670243,self,0xa3c81f1f2598d5fb5447d95aa03f31bba7f1dd21,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x5509cecfd7e520da92bd114da73c576a90c2ff4a,100,409,406,97,3,41,47,1653793217,1680254683,self,0x9d39fc627a6d9d9f8c831c16995b209548cc3401,self,0x278b5a44397c9d8e52743fedec263c4760dc1a1a
0xefcb66b8ff69a15e5cd0141c28f34b8a67fb5a2a,100,562,534,89,11,47,53,1640596810,1658921529,0x2256ff702461e7c92303c0d132a06f4b4e5a5241,self,self,0x3f9da045b0f77d707ea4061110339c4ea8ecfa70
0x02228784b938b4463de83d66bbfcde22682569d9,14,598,598,12,2,1,7,1637458571,1686670337,self,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x8cd1a8748374abee44ab62ce178799f72b042f34,3,29,0,2,1,0,0,1686669981,1686671425,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xc610d6494dea7ea6d560cd4a94a266338b5d231f
0xe678405e319e5ae82026ce1ba25a45972610837c,100,255,255,99,1,43,57,1667169623,1667915702,self,0x81b30ff521d1feb67ede32db726d95714eb00637,self,0x4200000000000000000000000000000000000006
0xbedcd0fb4a8f62c0bcd8703ca7a147380e051beb,7,59,59,6,1,0,1,1684088712,1686670403,self,0x8e1bd5da87c14dd8e08f7ecc2abf9d1d558ea174,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0xa045baacc60b3808f85fe1f7bde7b0867b28bdbb,43,406,406,40,3,6,6,1654039162,1688991401,self,0xfedfaf1a10335448b7fa0268f56d2b44dbd357de,self,0x93e11be33b25d562635558348da0dd5f74d8377b
0x90b62a4ea00b214b6838799c11a9ae3585b32af5,66,565,565,60,6,7,16,1640310061,1689081983,self,0x0bfb21f64e414ff616ac54853e52679eedb22dd2,self,0xffc38af6626aef4d9be5827a53ad69e0cd491cba
0x15c16d061f801f61f44f4a84161c8a81acd83b1f,5,254,95,4,1,1,1,1667248966,1686670541,0x80c67432656d59144ceff962e8faf8926599bcf8,self,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x112b10f38ba3ca160fcd37f12a227a4cd5345bbe,7,29,0,6,1,0,0,1686658957,1688541555,self,0x864edff094a4974ce2f665aad92e8d05ed5989cb,0xf89d7b9c864f589bbf53a82105107622b35eaa40,self
0x0353cd1618fd3e1755727a660cb15c3eccea1451,6,47,0,5,1,0,0,1685105631,1686671529,self,0xb49c4e680174e331cb0a7ff3ab58afc9738d5f8b,self,0x74911b66c1d50cdaf24ba58cada60316a41f5c69
0x94824d798c4d2fd2e093ee4e0084d2f1f75f7554,100,607,607,98,2,48,52,1636733026,1657928936,self,0xe592427a0aece92de3edee1f18e0157c05861564,self,0x574a21fe5ea9666dbca804c9d69d8caf21d5322b
0x4df7597b29a727722ed61e92822e2d3341d4e572,34,138,138,32,2,2,3,1677199202,1688980823,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x4200000000000000000000000000000000000006
0x86ca6f025def1d274a27a1a1f6664fbe7a969bea,33,138,83,31,2,2,3,1677225627,1688972069,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x2e42f214467f647fe687fd9a2bf3baddfa737465
0x97e1483e347caf6af64636020f783cec3cde8ecc,3,29,0,2,1,0,0,1686670321,1688642101,0xee73323912a4e3772b74ed0ca1595a152b0ef282,self,self,0x2fc617e933a52713247ce25730f6695920b3befe
0x9cd74f63f299926c3c009704959b50f4fbd0d06a,100,509,509,98,2,51,49,1645197998,1664890391,self,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,self,0xf44938b0125a6662f9536281ad2cd6c499f22004
0x0d548b394f2d7be11f511606339a1e80a70a35a1,100,277,234,89,11,43,37,1665248750,1679671662,0x5dfccad7cd76be168411f5925f88e84d33621ca1,self,self,0xf480f38c366daac4305dc484b2ad7a496ff00cea
0x8824b4498df76f681e7af53e947f0571c2f6941f,100,88,75,90,10,7,9,1681587201,1686333545,0xe4edb277e41dc89ab076a1f049f4a3efa700bce8,self,self,0x04ba6cf3c5aa6d4946f5b7f7adf111012a9fac65
0xd034fd34eaee5ec2c413c51936109e12873f4da5,5,198,0,5,0,0,0,1672011857,1686671985,self,0x1e04c33cd5a015e1ced0e3ecd8bdc42902512124,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x6f4eaa91bb8f942d66f99e86f59657c86b4f1d65,32,147,147,30,2,1,1,1676486111,1688842635,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x2f013f7105c104e60c3db364e2e0103139271d2b
0x5fc1c0b4467bb2bd7f53f72d37c4b8456c715bde,12,490,490,11,1,0,1,1646836404,1688788799,self,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0xa06e8a912b4cfaa2944e861c6c9732b269bac7ba,73,234,113,70,3,9,10,1668954981,1689083935,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae
0x66d04143395256769d19deb6ef0bbb1ac63d5219,100,571,571,100,0,41,59,1639801503,1654355186,self,0xc36442b4a4522e871399cd717abdd847ab11fe88,self,0x50c5725949a6f0c72e6c4a641f24049a917db0cb
0x2479270315a74c353580cec39250a34e43f1bb25,100,604,604,100,0,42,58,1636992416,1667525480,self,0xc36442b4a4522e871399cd717abdd847ab11fe88,self,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45
0x449b56fe23f40d19cc006f97d2e218c19a00b561,100,109,69,96,4,21,17,1679783865,1689083159,0x39a80b830a4b77a56ef952df33caaba70f27fd5d,self,self,0xe0bec4f45aef64cec9dcb9010d4beffb13e91466
0x5a3e010dec58bc934f167c66f2cc96b8bcb69d97,100,262,262,98,2,46,54,1666518584,1668010802,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xdfa46478f9e5ea86d57387849598dbfb2e964b02
0xe7282629b5edd663bea36c192c941b824ff616e4,33,49,0,29,4,0,0,1684947000,1688805351,0x0a88bc5c32b684d467b43c06d9e0899efeaf59df,self,self,0xb49c4e680174e331cb0a7ff3ab58afc9738d5f8b
0xddc40255d888df0d43c2ebc7a809f9221b493339,16,438,0,12,4,0,0,1651357108,1688417689,0x80c67432656d59144ceff962e8faf8926599bcf8,self,self,0x2e42f214467f647fe687fd9a2bf3baddfa737465
0x8d90596ec1b7588fe613f71730b48db676a4caf4,12,83,0,7,5,0,0,1682002339,1686674355,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xfc199675e929a82cfbedd42f978eb79250dc8645
0xd3b63a2f9e0758b2b8deefb41fa1976c48a88070,18,96,96,16,2,1,1,1680884057,1688990213,self,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,self,0x49bf94381ffd49c71b20f732e264389af28de692
0x1aa30bfecdec590a90d5b43ca9d717fcae92c564,100,216,217,100,0,49,51,1670496302,1670944517,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607,self,0x8e43bf1910ad1461eee0daca10547c7e6d9d2f36
0xc3a6f32c13d1400ff5cdc5bffd07a29268b7ba3b,100,441,407,99,1,43,57,1651052124,1665382367,0x80c67432656d59144ceff962e8faf8926599bcf8,self,self,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1
0xeef2c48947f9f6807cdd83455299481b3a76c967,100,256,256,92,8,44,56,1667004562,1669941747,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x470f9522ff620ee45df86c58e54e6a645fe3b4a7
0xd0793c144c7e09c3d7e0da7a8384c31d0577f838,100,576,576,99,1,45,55,1639414675,1664717574,self,0xe592427a0aece92de3edee1f18e0157c05861564,self,0x2f05e799c61b600c65238a9df060caba63db8e78
0x7ce7099c33e2c27375e80d4e0b1b6584f69b3544,100,434,162,97,3,15,24,1651668518,1686587619,self,0x86ca30bef97fb651b8d866d45503684b90cb3312,self,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b
0x651817b6b7464b61c6c6ef87da2bc84ee0e64377,100,270,270,99,1,7,13,1665825730,1684655272,self,0x74a002d13f5f8af7f9a971f006b9a46c9b31dabd,self,0xcdf27f107725988f2261ce2256bdfcde8b382b10
0xcaf414557308dd59e80bc19d0df35f068ce82b4d,100,413,413,100,0,37,63,1653508180,1664276170,self,0x1111111254760f7ab3f16433eea9304126dcd199,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0xb749a586080436e616f097f193ba9cb6a25e7ea6,75,407,407,70,5,17,19,1654036807,1688853463,0x2d84cfb9cba0e8e4d7511a88cb7102a984fdb0ba,self,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0xdc39435e5bd6c0234e159e30022757efef85e448,100,248,248,97,3,47,53,1667700885,1668192063,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x4fd63966879300cafafbb35d157dc5229278ed23
0x8073639b11994c549eda58fc3cd7132a72aadf10,1,29,438,1,0,0,3,1686674399,1686674399,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc,self,0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc
0x98ce375a98bbc4aa2237c07a5b6d5863d748e1f8,66,97,54,58,8,1,1,1680774828,1688669241,0xcd0b08c6674a4b858ba8fc1f74693b85e239739a,self,self,0x3a23f943181408eac424116af7b7790c94cb97a5
0x4dc820a1298130963c06165544fa246c11cd208b,49,97,0,47,2,0,0,1680735835,1689128623,0xdbd0edf282313e6f6416f15898641de42bcf9b90,self,self,0x3a23f943181408eac424116af7b7790c94cb97a5
0x2d5b63bd77a0c8d08cb39a2b0272d2b7137c45a0,45,69,69,44,1,14,11,1683194148,1687270809,self,0xb555edf5dcf85f42ceef1f3630a52a108e55a654,self,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b
0xa1ff5a555c80d9e9a12887723a60f0982704ade1,100,231,231,100,0,44,56,1669220264,1669938126,self,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,self,0xc30141b657f4216252dc59af2e7cdb9d8792e1b0
0x4f949a8304e9ecd3efc88daaf41a1a65ad624b63,37,47,138,31,6,0,1,1685116515,1688332493,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x12c9cef2e24f8bc6f883c9f67b69fe2ac5588ff6
0x0567c6ed430fdd5aee8332f0cd8f5a0ee97de317,100,555,407,98,2,47,53,1641214195,1662718110,self,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0x25cc275cfe3cce1700e816e00d4cd1f60872038a,100,451,451,98,2,50,50,1650226915,1663190551,self,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,self,0x8936b441c36fe14ae14e385e15c34a3e9f5b0d33
0x585d4ed379b8d34835cced505fa976bfd996b766,21,53,53,21,0,0,1,1684608379,1688774539,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607,self,0xc84790b5c6399cfa300d3995ccc76ea8afc2eb0d
0x42b07da3ec04ee54c25b9e7dcd540a49a2040272,44,133,133,37,7,2,3,1677661360,1687290639,0xd3930223f7c4836475fa72a43fa6c1e308d52f5e,self,self,0xe08c1e6aeb56ed34de6cdd736f66098adbfa1808
0xe48ac0deeb484f7df6d1ca554dc9bf517a0a597c,100,382,306,98,2,48,52,1656151563,1664204324,0x2d2cc0eb095e43204e0c087e07dbf95909650939,self,self,0xbdf50eae568ecef74796ed6022a0d453e8432410
0xe4ddcc1996b326e2bb5bd364237fd12e9d713201,100,237,235,98,2,49,51,1668692745,1669043375,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45
0x4eb7e921393c3debaced3378bb458cdcf9f1ac15,100,237,235,96,4,46,54,1668692805,1669397548,0xe4ddcc1996b326e2bb5bd364237fd12e9d713201,self,self,0xcfdff4e171133d55de2e45c66a0e144a135d93f2
0x7bf0925c67c401dc9268d1f042c52ae9dfab6105,17,29,0,15,2,0,0,1686675923,1688988387,0x2fc617e933a52713247ce25730f6695920b3befe,self,self,0x2fc617e933a52713247ce25730f6695920b3befe
0x479ac77f1e239e330ac5d3c7637a7a34b7ee28de,57,432,432,53,4,13,20,1651840032,1688223341,self,0x1111111254760f7ab3f16433eea9304126dcd199,self,0x47c2a56176335fb2b1ded8e7b5acb136d307dc2d
0x54503eeded1fc55b94330bf82092ad41a76a8683,100,34,138,98,2,0,1,1686204703,1689138065,self,0x9dda6ef3d919c9bc8885d5560999a3640431e8e6,self,0xd85b5e176a30edd1915d6728faebd25669b60d8b
0xa8f5eba6aa0c6b1dcb357f1a76bdd8cf1f89e738,100,587,587,85,15,20,20,1638449935,1686342269,self,0xe592427a0aece92de3edee1f18e0157c05861564,self,0x0761258c5796fd1e4571c8890f492f0008d131a8
0xab80391aeae16444157f489f5715ac336a67cb95,100,237,237,91,9,29,32,1668687227,1678719282,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x93431a2e46023e0f37417304c357170b5615e138
0x05b728fd472f6530dea5b3fb038b4e2fe39d04d0,42,29,0,41,1,0,0,1686665193,1689025341,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607,self,0xc36442b4a4522e871399cd717abdd847ab11fe88
0x7d2fcf1de726e58d9434277f7ca4344f89dbc70e,53,255,254,51,2,11,9,1667142455,1688664703,self,0x86bb63148d17d445ed5398ef26aa05bf76dd5b59,self,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b
0x8297e849b0442ebb883d7a4bac8aa9c8adb4a795,16,53,138,14,2,0,1,1684605929,1689098747,0x0a1ce4496471867fac0ad71b785e5258993c9b33,self,self,0x2e42f214467f647fe687fd9a2bf3baddfa737465
0x217e3c976ac44465649ca01329a9a4027f1350b5,100,246,246,97,3,48,52,1667874952,1667899396,0x80c67432656d59144ceff962e8faf8926599bcf8,self,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0xf14a71bfcec8e077eff7f545eeaaa9a7339f656b,100,601,601,95,5,47,53,1637228683,1667671422,0xeec428c18ff39c66162e39e79ed6eb8c790e43d7,self,self,0xcfdff4e171133d55de2e45c66a0e144a135d93f2
0x5bfdb1fa1f81161ec4271fe21f5c8b2662e3f22d,100,414,414,97,3,54,46,1653349657,1663828176,self,0x1111111254760f7ab3f16433eea9304126dcd199,self,0x998ef16ea4111094eb5ee72fc2c6f4e6e8647666
0x426cf0a8423a9522a78cd3325984ae000d425eeb,100,417,417,83,17,49,51,1653130127,1665760881,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607,self,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45
0x94a958b33aab36bfe6fc3c8aa9063e54a95457aa,27,136,0,18,9,0,0,1677405440,1688056153,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x6d6768a0b24299bede0492a4571d79f535c330d8
0xa63b833c4bb36bf5e9d1c981fb17a4ff37dd68f3,66,265,265,66,0,12,17,1666300143,1688712513,self,0x4200000000000000000000000000000000000042,self,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b
0x9871d929c13e4ccaa227f4241f1fe96c8a1d6740,83,171,171,80,3,5,10,1674354945,1688840941,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x3a23f943181408eac424116af7b7790c94cb97a5
0xd0ab8565b674a2ad51da4cae17f7ab7594578d2f,26,136,136,22,4,0,1,1677423551,1688574143,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xc36442b4a4522e871399cd717abdd847ab11fe88
0x688e7b66eda69392f76a2f5b6ec989aa113c11e6,73,245,245,73,0,18,24,1667996634,1687627877,self,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,self,0xbeae1b06949d033da628ba3e5af267c3e740494b
0x14f69f9c351b798df31fc53e33c09dd29bfab547,15,97,138,14,1,0,1,1680774543,1688648729,0x80c67432656d59144ceff962e8faf8926599bcf8,self,self,0xc1783c4e4b631374a9822c1cf8dd765b1b29016f
0xb73d0e383a02f23410a7ec33ca2eb9d71c7eeec6,100,258,258,98,2,48,52,1666884025,1667723368,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0xa657c9292208320cc27ff2cee72388e9d7afad4a,100,236,236,93,7,46,51,1668761162,1683793482,0x80c67432656d59144ceff962e8faf8926599bcf8,self,self,0x9dda6ef3d919c9bc8885d5560999a3640431e8e6
0xde255aeefd61d58eb2ee99c8fd08c4c46213a734,100,271,271,88,12,6,12,1665747541,1687005441,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xb0d502e938ed5f4df2e681fe6e419ff29631d62b
0x972ca57d2a3b251d3fa7df440b43d7a9441d70fc,100,111,95,92,8,24,32,1679572760,1683133184,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xc1702fb1cc48e2946652253f9d2b92091e36f04e
0xcd0c5a1f7727c28222af0fc3e74a106400e70095,70,99,99,62,8,4,4,1680636142,1689077905,0xacd03d601e5bb1b275bb94076ff46ed9d753435a,self,self,0xc8a340b10507bb2c5a2d4529bdd72ef669273055
0xb40c5c40a2824646f96ba7206f7ed2b655df1296,100,111,111,92,8,27,32,1679604589,1684951267,0xdf90c9b995a3b10a5b8570a47101e6c6a29eb945,self,self,0xbeae1b06949d033da628ba3e5af267c3e740494b
0xf2ed2042f3bf1c9e9ec3de5a79d6b8334e498d20,100,260,261,100,0,48,52,1666653087,1671541520,self,0x4200000000000000000000000000000000000042,self,0x7f5c764cbc14f9669b88837ca1490cca17c31607
0x13a5e7bde7477616c953ac4d4a1a82f751053efb,100,401,343,100,0,40,60,1654529181,1661629951,self,0x2f3eedc9d0c3bf56d0b0618364257f2dff57c680,self,0x6bbd78f350acf3aa83024ae20327ac8eaf671cf0
